Day,Month,Year,Country,Location/Atoll,Protection Status,Duration of protection,Site,any other metadata,Depth,Family,Species,FID,Fish size,IP/TP (parrots),Group size,Pre-flight behaviour,post-flight,Observer,Structure (CI - average of site),Fishers,pop,km reef,fishers/km,pop/km,fishers/kmmpa,pop/kmmpa
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+150,5.3,Acanthuridae,Ctenochaetus striatus,329,18,,1,o,a,FJH,3.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+150,6.4,Scaridae,Chlorurus bleekeri,373,24,IP,4,n,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+150,5.1,Scaridae,Scarus ghobban,429,23,IP,9,n,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+150,5.7,Scaridae,Chlorurus bleekeri,435,31,TP,1,n,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+150,6.4,Scaridae,Scarus dimidiatus,397,26,TP,2,n,pd,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+150,6,Scaridae,Scarus rivulatus,404,22,IP,16,w,a,FJH,3.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+150,6.3,Scaridae,Chlorurus bleekeri,409,26,IP,1,s,a,FJH,3.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+150,5.6,Scaridae,Chlorurus bleekeri,512,24,IP,3,i,a,FJH,3.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+150,6.4,Scaridae,Scarus dimidiatus,382,27,TP,4,n,a,FJH,3.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+150,5.5,Scaridae,Chlorurus bleekeri,510,34,TP,1,n,a,FJH,3.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+150,3.8,Chaetodontidae,Chaetodon vagabundus,107,14,,2,i,p,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+150,5.8,Chaetodontidae,Chaetodon lunulatus,153,10,,2,i,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+150,6.2,Chaetodontidae,Chaetodon lunulatus,96,8,,3,i,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+150,4.6,Chaetodontidae,Chaetodon baronessa,242,12,,4,w,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+150,4.8,Chaetodontidae,Chaetodon vagabundus,114,15,,1,flick in figure 8s,"flight towards and under me, not to reef",FJH,3.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+150,5.3,Chaetodontidae,Heniochus varius,223,10,,2,w,a,FJH,3.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+150,5.8,Chaetodontidae,Heniochus varius,193,13,,3,i,a,FJH,3.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+150,6,Chaetodontidae,Chaetodon baronessa,203,12,,1,i,a,FJH,3.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+200,4.1,Acanthuridae,Ctenochaetus striatus,306,17,,1,ws,a,FJH,3.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+200,6.4,Acanthuridae,Ctenochaetus striatus,344,20,,5,w,a,FJH,3.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+200,4.6,Acanthuridae,Ctenochaetus striatus,313,18,,1,n,a,FJH,3.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+200,4.1,Acanthuridae,Ctenochaetus striatus,402,20,,1,o,a,FJH,3.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+200,5.7,Acanthuridae,Acanthurus nigricauda,543,24,,1,n,p,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+200,6.3,Acanthuridae,Ctenochaetus striatus,407,19,,2,w,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+200,6.1,Acanthuridae,Ctenochaetus striatus,402,17,,2,o,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+200,6.6,Acanthuridae,Ctenochaetus striatus,366,20,,1,o,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+200,7.6,Acanthuridae,Ctenochaetus striatus,469,21,,9,n,p,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+200,6.1,Scaridae,Chlorurus bleekeri,382,26,IP,1,i,a,FJH,3.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+200,6.7,Scaridae,Chlorurus bleekeri,299,28,IP,2,n,a,FJH,3.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+200,3.9,Scaridae,Chlorurus blowersi,525,22,IP,2,n,a,FJH,3.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+200,6.5,Scaridae,Scarus niger,512,30,TP,3,n,a,FJH,3.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+200,6.2,Scaridae,Scarus ghobban,417,28,IP,1,w,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+200,6.8,Scaridae,Chlorurus bleekeri,425,32,TP,1,s,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+200,7.1,Scaridae,Chlorurus bleekeri,395,27,IP,4,w,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+200,5.7,Scaridae,Chlorurus bleekeri,474,29,TP,6,n,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+200,6.7,Chaetodontidae,Chaetodon lunulatus,123,11,,4,i,a,FJH,3.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+200,3.9,Chaetodontidae,Chaetodon lunulatus,67,12,,1,i,a,FJH,3.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+200,6,Chaetodontidae,Chaetodon auriga,227,14,,1,i,a,FJH,3.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+200,3.8,Chaetodontidae,Chaetodon baronessa,272,12,,4,n,a,FJH,3.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+200,4.4,Chaetodontidae,Chaetodon oxycephalus,253,15,,1,i,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+200,6.1,Chaetodontidae,Chaetodon kleinii,209,8,,1,w,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+200,6.4,Chaetodontidae,Chaetodon ocellicaudus,176,14,,2,s,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
25,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+200,6.7,Chaetodontidae,Chaetodon baronessa,277,9,,2,n,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+50,7.1,Acanthuridae,Ctenochaetus striatus,379,19,,1,o,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+50,5.7,Acanthuridae,Ctenochaetus striatus,354,17,,1,s,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+50,6.2,Acanthuridae,Ctenochaetus striatus,263,17,,1,s,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+50,6.1,Acanthuridae,Ctenochaetus binotatus,388,16,,7,w,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,4.5,Acanthuridae,Ctenochaetus striatus,328,17,,1,o,a,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,2.6,Acanthuridae,Ctenochaetus striatus,257,16,,1,w,a,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,3.3,Acanthuridae,Ctenochaetus striatus,310,19,,1,o,a,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,4.4,Acanthuridae,Ctenochaetus striatus,238,20,,1,backpedal,a,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,4.4,Acanthuridae,Ctenochaetus striatus,285,19,,1,o,p,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+50,6.7,Scaridae,Chlorurus bleekeri,439,29,TP,2,w,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+50,6,Scaridae,Chlorurus bleekeri,544,22,IP,1,n,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+50,7.1,Scaridae,Chlorurus bleekeri,422,34,TP,1,n,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+50,5.8,Scaridae,Scarus dimidiatus,525,28,TP,1,n,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,4.7,Scaridae,Scarus dimidiatus,349,19,IP,1,w,a,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,4.1,Scaridae,Scarus dimidiatus,495,20,IP,1,n,a,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,3.7,Scaridae,Chlorurus bleekeri,397,28,IP,3,n,ad,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,7.4,Scaridae,Chlorurus bleekeri,368,31,TP,1,w,a,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,5.1,Scaridae,Chlorurus bleekeri,343,28,IP,4,n,a,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+50,6.6,Chaetodontidae,Chaetodon vagabundus,258,13,,2,i,p,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+50,5.4,Chaetodontidae,Chaetodon kleinii,305,8,,2,o,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+50,4.4,Chaetodontidae,Chaetodon baronessa,268,10,,1,n,a,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
3,6,2011,Philippines,Tubod,Fished,6,Tubod Control,B+50,6.1,Chaetodontidae,Chaetodon reticulatus,274,15,,1,w,w,FJH,2.67,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,3.2,Chaetodontidae,Chaetodon baronessa,171,12,,2,i,a,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,5.1,Chaetodontidae,Chaetodon rafflesi,207,16,,1,i,a,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,4.4,Chaetodontidae,Chaetodon vagabundus,127,15,,2,s,p,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
24,5,2011,Philippines,Tubod,Fished,6,Tubod Sanctuary,B+50,3.9,Chaetodontidae,Chaetodon kleinii,98,8,,3,i,a,FJH,2.17,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,4.5,Chaetodontidae,Heniochus varius,313,16,,2,i,a,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,4.4,Chaetodontidae,Chaetodon lunulatus,169,11,,2,i,a,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,4.5,Chaetodontidae,Chaetodon lunula,242,17,,2,o,a,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,4.1,Chaetodontidae,Chaetodon baronessa,139,12,,1,w,p,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,3.5,Scaridae,Chlorurus bleekeri,229,30,TP,8,n,a,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,4.6,Scaridae,Chlorurus bleekeri,333,25,IP,1,o,a,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,5.4,Scaridae,Scarus niger,265,33,TP,1,s,a,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,5.4,Scaridae,Chlorurus bleekeri,112,28,IP,15,i,a,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,3.9,Scaridae,Chlorurus bleekeri,289,27,TP,5,n,a,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,4.9,Acanthuridae,Acanthurus nigricauda,356,26,,1,i,a,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,4.6,Acanthuridae,Acanthurus nigroris,180,20,,1,w,p,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,5,Acanthuridae,Ctenochaetus striatus,228,23,,2,o,p,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,4.6,Acanthuridae,Ctenochaetus striatus,151,17,,2,w,a,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-100,4.1,Acanthuridae,Ctenochaetus striatus,294,19,,1,n,a,FJH,2.5,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-150,5.4,Chaetodontidae,Heniochus varius,157,16,,1,w,a,FJH,3,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-150,4.6,Chaetodontidae,Chaetodon lunulatus,48,10,,2,i,a,FJH,3,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-150,5.6,Chaetodontidae,Chaetodon lunulatus,167,9,,2,n,a,FJH,3,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-150,4.2,Chaetodontidae,Chaetodon lunulatus,53,11,,2,i,a,FJH,3,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-150,5,Scaridae,Scarus dimidiatus,231,28,TP,7,w,a,FJH,3,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-150,4.2,Scaridae,Chlorurus bleekeri,216,22,IP,1,n,a,FJH,3,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-150,5.9,Scaridae,Scarus niger,295,30,TP,3,s,a,FJH,3,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-150,4.9,Scaridae,Scarus niger,305,34,TP,1,w,a,FJH,3,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-150,4.1,Acanthuridae,Naso lituratus,230,26,,1,s,a,FJH,3,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-150,4.8,Acanthuridae,Ctenochaetus striatus,154,18,,1,o,a,FJH,3,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-150,5.3,Acanthuridae,Naso lituratus,259,28,,5,o,a,FJH,3,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-150,5,Acanthuridae,Ctenochaetus striatus,257,21,,3,s,a,FJH,3,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-200,4.6,Chaetodontidae,Chaetodon baronessa,96,12,,1,i,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-200,4.8,Chaetodontidae,Chaetodon lunulatus,159,8,,2,w,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-200,3.4,Chaetodontidae,Chaetodon lunulatus,173,11,,2,i,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-200,3.9,Scaridae,Chlorurus bleekeri,293,31,TP,6,w,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-200,4.7,Scaridae,Scarus dimidiatus,356,30,TP,1,n,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-200,6.6,Scaridae,Scarus niger,236,36,TP,4,o,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-200,3.8,Scaridae,Scarus dimidiatus,317,32,TP,3,w,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-200,4,Acanthuridae,Acanthurus nigricauda,221,36,,2,s,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-200,4.1,Acanthuridae,Acanthurus nigricauda,276,28,,9,i,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-200,3.7,Acanthuridae,Acanthurus nigricauda,241,27,,5,i,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-200,6.2,Acanthuridae,Acanthurus nigricauda,242,29,,7,n,ag,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,4.4,Chaetodontidae,Chaetodon lunulatus,166,11,,2,i,p,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,3.8,Chaetodontidae,Chaetodon rafflesi,165,14,,2,i,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,4.5,Chaetodontidae,Chaetodon punctatofasciatus,106,9,,2,w,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,4.1,Chaetodontidae,Chaetodon lunulatus,179,10,,1,w,p,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,3.4,Scaridae,Chlorurus bleekeri,306,26,IP,4,n,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,4,Scaridae,Scarus dimidiatus,277,27,IP,4,o,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,4.8,Scaridae,Scarus niger,314,34,TP,1,s,ad,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,7.8,Scaridae,Chlorurus bleekeri,338,35,TP,3,look,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,3.8,Scaridae,Scarus dimidiatus,375,29,TP,6,w,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,4.4,Acanthuridae,Ctenochaetus striatus,282,18,,1,o,p,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,4.5,Acanthuridae,Ctenochaetus striatus,196,20,,5,w,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,3.3,Acanthuridae,Ctenochaetus striatus,166,19,,1,w,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,4.7,Acanthuridae,Acanthurus nigricauda,190,26,,2,i,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
23,5,2011,Philippines,Tubod,Protected,6,Tubod Sanctuary,B-50,3.8,Acanthuridae,Ctenochaetus striatus,226,21,,1,o,a,FJH,2.33,95,1027,1.9,50,540.5263158,63.33333333,684.6666667
16,12,2011,Vanuatu,Launamoa,Fished,6,,Pre,5.1,Acanthuridae,Acanthurus lineatus,367,24,,1,o,a,FJH,2.8125,14,250,2.8,5,89.28571429,10.76923077,192.3076923
16,12,2011,Vanuatu,Launamoa,Fished,6,,Pre,4.5,Acanthuridae,Naso lituratus,394,25,,4,o,a,FJH,2.8125,14,250,2.8,5,89.28571429,10.76923077,192.3076923
16,12,2011,Vanuatu,Launamoa,Fished,6,,Pre,7.4,Acanthuridae,Naso lituratus,507,27,,2,sa,a,FJH,2.8125,14,250,2.8,5,89.28571429,10.76923077,192.3076923
16,12,2011,Vanuatu,Launamoa,Fished,6,,Pre,7.2,Acanthuridae,Acanthurus lineatus,457,25,,3,w,a,FJH,2.8125,14,250,2.8,5,89.28571429,10.76923077,192.3076923
16,12,2011,Vanuatu,Launamoa,Fished,6,,Pre,8.2,Acanthuridae,Ctenochaetus striatus,414,21,,12,o,ap,FJH,2.8125,14,250,2.8,5,89.28571429,10.76923077,192.3076923
16,12,2011,Vanuatu,Launamoa,Fished,6,,Pre,9.1,Acanthuridae,Naso lituratus,346,24,,1,i,a,FJH,2.8125,14,250,2.8,5,89.28571429,10.76923077,192.3076923
16,12,2011,Vanuatu,Launamoa,Fished,6,,Pre,5.3,Acanthuridae,Ctenochaetus striatus,442,22,,2,n,a,FJH,2.8125,14,250,2.8,5,89.28571429,10.76923077,192.3076923
16,12,2011,Vanuatu,Launamoa,Fished,6,,Pre,6.7,Acanthuridae,Naso lituratus,468,28,,1,o,a,FJH,2.8125,14,250,2.8,5,89.28571429,10.76923077,192.3076923
